Message_id,User_id1,User_id2,Texte/contenu,texte traduit,timestamp
40131,255774F,551157G,Comment s'est passé ton week-end ?,Wie war dein Wochenende?,23/10/2024 05:29:22
25104,253744G,674433F,Guten Morgen!,Bonjour !,20/7/2024 03:31:27
02202,057301F,451041G,Peux-tu m'aider avec ça ?,Kannst du mir damit helfen?,4/9/2024 09:49:47
35252,246437G,172522F,"Ich hoffe, es geht dir gut.",J'espère que tu vas bien.,21/8/2024 15:24:12
54131,040070F,272522G,C'est une belle journée.,Es ist ein schöner Tag.,11/3/2024 21:58:30
20420,100457F,540703G,On se voit demain !,Wir sehen uns morgen!,6/5/2024 08:33:22
15402,101414F,013656I,"Bonjour, comment ça va ?","Ciao, come stai?",4/6/2024 01:52:18
40115,212424F,144402I,J'espère que tu vas bien.,Spero che tu stia bene.,22/8/2024 15:05:46
22024,103126I,264675F,"Ciao, come stai?","Bonjour, comment ça va ?",4/4/2024 21:57:48
21122,734744E,076206F,¡Buenos días!,Bonjour !,16/1/2024 02:22:33
45513,730214E,543672F,¿Qué haces hoy?,Que fais-tu aujourd'hui ?,11/5/2024 22:27:58
40424,055203E,470462F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,12/12/2024 17:02:07
53410,001732E,733140F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,23/5/2024 04:48:55
34444,574642I,077005F,Buona giornata!,Passe une excellente journée !,13/3/2024 14:16:35
52050,270423E,173363F,¡Buenos días!,Bonjour !,3/2/2024 19:35:14
44300,172516F,733003E,Comment s'est passé ton week-end ?,¿Cómo estuvo tu fin de semana?,7/7/2024 18:44:16
14403,425057E,264675F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",21/8/2024 05:49:20
22122,722216E,100457F,¡Nos vemos mañana!,On se voit demain !,6/2/2024 03:31:19
14014,344257I,243354F,È una bella giornata.,C'est une belle journée.,12/12/2024 00:11:36
34101,430565E,614050F,¡Que tengas un gran día!,Passe une excellente journée !,5/12/2024 13:14:41
32255,113725I,213627F,"Ciao, come stai?","Bonjour, comment ça va ?",29/7/2024 08:29:24
41142,300447I,011634F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,13/7/2024 10:01:08
52313,015224I,432277F,Che ore sono?,Quelle heure est-il ?,12/4/2024 05:55:31
45323,357342G,674433F,Was machst du heute?,Que fais-tu aujourd'hui ?,20/3/2024 01:46:19
20341,021263E,364761F,¡Que tengas un gran día!,Passe une excellente journée !,6/1/2024 13:12:51
33031,704632E,731033F,¡Que tengas un gran día!,Passe une excellente journée !,28/6/2024 09:33:26
03534,232444I,341344F,Buongiorno!,Bonjour !,19/4/2024 19:30:03
22351,351563E,122741F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",13/12/2024 13:39:52
13003,470750E,620052F,¡Que tengas un gran día!,Passe une excellente journée !,14/4/2024 12:42:51
32510,657652I,000304F,Ci vediamo domani!,On se voit demain !,21/2/2024 22:29:39
33325,056577I,363525F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,24/9/2024 05:26:20
35204,213541F,445367E,Bonjour !,¡Buenos días!,5/10/2024 18:49:19
55145,473051F,442742I,Comment s'est passé ton week-end ?,Com'è andato il tuo weekend?,4/3/2024 20:13:21
21031,563621I,303435F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,1/7/2024 18:46:52
44103,334326G,316525F,Wie war dein Wochenende?,Comment s'est passé ton week-end ?,27/4/2024 20:57:03
43135,716723I,341344F,Com'è andato il tuo weekend?,Comment s'est passé ton week-end ?,16/11/2024 18:46:21
02550,464710I,277617F,È una bella giornata.,C'est une belle journée.,4/8/2024 00:19:35
54024,220154G,414342F,Wie war dein Wochenende?,Comment s'est passé ton week-end ?,4/11/2024 11:43:38
30443,004125E,264770F,Hace un día precioso.,C'est une belle journée.,1/1/2024 13:33:04
55253,542162G,705027F,Hab einen schönen Tag!,Passe une excellente journée !,6/11/2024 15:51:35
32210,652221G,512367F,"Ich hoffe, es geht dir gut.",J'espère que tu vas bien.,30/6/2024 22:51:58
14241,233232I,210522F,Che ore sono?,Quelle heure est-il ?,11/12/2024 20:46:09
12252,213541F,713703I,On se voit demain !,Ci vediamo domani!,29/1/2024 21:57:13
33403,757367I,446536F,Com'è andato il tuo weekend?,Comment s'est passé ton week-end ?,17/4/2024 19:51:59
42120,633376G,571447F,Wie spät ist es?,Quelle heure est-il ?,15/10/2024 20:38:04
24320,133511G,470462F,"Hallo, wie geht's dir?","Bonjour, comment ça va ?",13/1/2024 00:31:33
51403,770051E,422511F,¿Qué haces hoy?,Que fais-tu aujourd'hui ?,19/9/2024 19:59:04
10025,277516I,235142F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,6/1/2024 14:10:31
24103,332310G,502272F,Wie war dein Wochenende?,Comment s'est passé ton week-end ?,28/10/2024 09:58:21
25552,617254E,002763F,Hace un día precioso.,C'est une belle journée.,5/9/2024 09:01:21
34012,734633E,100457F,¿Qué hora es?,Quelle heure est-il ?,20/1/2024 08:46:59
04040,765154E,755313F,¿Qué hora es?,Quelle heure est-il ?,29/11/2024 02:37:49
25333,563621I,771576F,Buona giornata!,Passe une excellente journée !,11/9/2024 23:16:50
44050,401105G,263477F,Kannst du mir damit helfen?,Peux-tu m'aider avec ça ?,17/3/2024 18:56:32
10244,265010I,316525F,Che ore sono?,Quelle heure est-il ?,16/12/2024 00:54:49
14110,325224F,550733I,Passe une excellente journée !,Buona giornata!,29/5/2024 05:07:44
15453,713627E,371553F,Espero que estés bien.,J'espère que tu vas bien.,12/12/2024 13:45:47
52231,734145I,102760F,"Ciao, come stai?","Bonjour, comment ça va ?",11/10/2024 04:35:24
14502,650765G,213627F,Guten Morgen!,Bonjour !,1/6/2024 03:18:50
50550,373763F,402227E,Quelle heure est-il ?,¿Qué hora es?,20/10/2024 07:24:26
03141,524366F,751007G,Que fais-tu aujourd'hui ?,Was machst du heute?,20/3/2024 19:00:33
13342,056577I,670441F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,5/7/2024 04:19:57
34032,364007E,164255F,¿Qué hora es?,Quelle heure est-il ?,18/2/2024 07:20:32
12554,531331F,411704I,C'est une belle journée.,È una bella giornata.,9/1/2024 20:42:44
45414,506172G,427140F,"Hallo, wie geht's dir?","Bonjour, comment ça va ?",21/6/2024 19:10:35
13251,011032G,264675F,Was machst du heute?,Que fais-tu aujourd'hui ?,17/4/2024 02:13:12
34133,323350E,210522F,¡Nos vemos mañana!,On se voit demain !,17/6/2024 07:51:54
54404,542114F,141367G,Peux-tu m'aider avec ça ?,Kannst du mir damit helfen?,21/12/2024 01:48:34
22555,114712F,177123E,Quelle heure est-il ?,¿Qué hora es?,26/3/2024 22:42:53
43313,015245E,310223F,¡Nos vemos mañana!,On se voit demain !,5/10/2024 21:52:27
52434,053176E,303576F,Espero que estés bien.,J'espère que tu vas bien.,2/1/2024 11:56:04
04113,672100F,670030I,On se voit demain !,Ci vediamo domani!,17/9/2024 15:51:48
43551,303576F,541620E,C'est une belle journée.,Hace un día precioso.,14/8/2024 18:54:37
13553,415555G,325701F,"Hallo, wie geht's dir?","Bonjour, comment ça va ?",4/9/2024 14:33:49
31212,033437G,116657F,Wie war dein Wochenende?,Comment s'est passé ton week-end ?,3/7/2024 11:41:59
31341,067651I,106450F,Che ore sono?,Quelle heure est-il ?,22/9/2024 22:00:45
34330,456365G,446723F,Was machst du heute?,Que fais-tu aujourd'hui ?,15/12/2024 19:22:54
10143,353261F,716723I,On se voit demain !,Ci vediamo domani!,14/1/2024 03:47:43
03004,376716E,435653F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,2/11/2024 01:31:31
30221,633644E,000262F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",15/2/2024 20:13:21
00303,257036G,100457F,Es ist ein schöner Tag.,C'est une belle journée.,22/1/2024 20:46:37
10120,130516F,365350E,Quelle heure est-il ?,¿Qué hora es?,21/12/2024 12:47:25
33420,323731I,731033F,Buona giornata!,Passe une excellente journée !,9/9/2024 22:28:57
40100,712063I,264770F,Spero che tu stia bene.,J'espère que tu vas bien.,25/5/2024 16:46:07
00202,152165G,311260F,"Hallo, wie geht's dir?","Bonjour, comment ça va ?",17/7/2024 06:28:20
03332,070612G,430275F,"Ich hoffe, es geht dir gut.",J'espère que tu vas bien.,11/4/2024 00:58:31
43152,232654I,106507F,Com'è andato il tuo weekend?,Comment s'est passé ton week-end ?,7/5/2024 08:24:17
45533,473051F,652221G,Passe une excellente journée !,Hab einen schönen Tag!,11/4/2024 11:55:17
30350,506554G,154223F,"Hallo, wie geht's dir?","Bonjour, comment ça va ?",20/5/2024 21:28:14
50421,665004G,046204F,Kannst du mir damit helfen?,Peux-tu m'aider avec ça ?,21/8/2024 08:16:53
44530,713627E,201273F,¡Nos vemos mañana!,On se voit demain !,27/10/2024 09:29:51
30153,716014G,160265F,Guten Morgen!,Bonjour !,30/8/2024 11:50:29
34311,762751I,676533F,Spero che tu stia bene.,J'espère que tu vas bien.,2/8/2024 02:26:11
54110,426074E,115343F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",1/7/2024 12:35:21
01030,100457F,716014G,J'espère que tu vas bien.,"Ich hoffe, es geht dir gut.",21/12/2024 16:32:45
53554,710231E,155727F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,5/6/2024 22:50:34
11204,137376F,161607G,Bonjour !,Guten Morgen!,28/12/2024 02:18:03
21531,021263E,137376F,¿Qué hora es?,Quelle heure est-il ?,28/7/2024 08:19:02
44405,323731I,417270F,Buona giornata!,Passe une excellente journée !,26/10/2024 16:49:42
04323,130702E,150403F,¡Que tengas un gran día!,Passe une excellente journée !,12/6/2024 10:17:38
24041,004125E,150403F,¡Buenos días!,Bonjour !,8/7/2024 21:46:28
30135,227577F,550367I,C'est une belle journée.,È una bella giornata.,24/4/2024 10:44:40
30010,466116I,620052F,Cosa fai oggi?,Que fais-tu aujourd'hui ?,2/8/2024 10:55:58
30545,611432E,525004F,¿Qué haces hoy?,Que fais-tu aujourd'hui ?,29/9/2024 15:59:02
50535,636443F,745040I,J'espère que tu vas bien.,Spero che tu stia bene.,15/12/2024 19:30:54
22505,534446E,555233F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,25/11/2024 14:15:23
25404,253744G,614267F,"Hallo, wie geht's dir?","Bonjour, comment ça va ?",5/4/2024 16:03:07
44010,221775G,500261F,Wie spät ist es?,Quelle heure est-il ?,8/7/2024 22:03:08
23334,247165G,733054F,Was machst du heute?,Que fais-tu aujourd'hui ?,22/11/2024 10:56:55
05435,173705G,313044F,Kannst du mir damit helfen?,Peux-tu m'aider avec ça ?,29/5/2024 18:50:51
22233,463777I,755557F,Buona giornata!,Passe une excellente journée !,13/5/2024 23:01:30
22450,466355I,223163F,Buongiorno!,Bonjour !,3/3/2024 22:28:58
25550,167206I,214470F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,21/9/2024 16:31:47
43425,663115F,023344E,Comment s'est passé ton week-end ?,¿Cómo estuvo tu fin de semana?,10/5/2024 09:24:10
35022,111333F,556610E,Que fais-tu aujourd'hui ?,¿Qué haces hoy?,3/11/2024 16:17:36
45555,203136I,416547F,Che ore sono?,Quelle heure est-il ?,18/2/2024 16:15:02
45234,241314G,503507F,Kannst du mir damit helfen?,Peux-tu m'aider avec ça ?,25/2/2024 17:53:23
04031,542162G,264675F,Es ist ein schöner Tag.,C'est une belle journée.,4/5/2024 01:43:08
53511,115503E,273176F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,10/1/2024 08:23:06
44415,023344E,242332F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,8/6/2024 04:44:47
52513,752507E,303576F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,7/3/2024 21:04:28
01110,074313G,017655F,Kannst du mir damit helfen?,Peux-tu m'aider avec ça ?,3/12/2024 03:24:02
55440,761653G,157330F,Es ist ein schöner Tag.,C'est une belle journée.,7/9/2024 06:56:17
45401,243354F,325726E,Passe une excellente journée !,¡Que tengas un gran día!,28/8/2024 18:37:26
11233,511731I,222005F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,4/5/2024 08:04:39
40530,220737E,154335F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",6/8/2024 04:36:57
34052,630534F,247165G,"Bonjour, comment ça va ?","Hallo, wie geht's dir?",7/7/2024 23:56:47
24323,442742I,437244F,Buona giornata!,Passe une excellente journée !,11/8/2024 12:04:34
32340,035771I,303576F,Spero che tu stia bene.,J'espère que tu vas bien.,25/7/2024 14:59:11
52150,641616I,446723F,Ci vediamo domani!,On se voit demain !,10/11/2024 13:07:59
00320,323702I,033440F,Buona giornata!,Passe une excellente journée !,4/12/2024 03:19:15
54252,416547F,070720I,J'espère que tu vas bien.,Spero che tu stia bene.,22/1/2024 18:53:21
02402,106452G,543672F,Guten Morgen!,Bonjour !,21/6/2024 21:38:03
32414,233072I,761407F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,27/1/2024 18:34:52
01131,752507E,212424F,¡Buenos días!,Bonjour !,18/6/2024 02:13:32
22051,021263E,773715F,¡Que tengas un gran día!,Passe une excellente journée !,29/6/2024 08:05:30
54355,057450G,124222F,"Ich hoffe, es geht dir gut.",J'espère que tu vas bien.,17/8/2024 17:34:47
32535,607707E,347234F,¿Qué hora es?,Quelle heure est-il ?,19/2/2024 05:27:05
11350,641366G,574345F,"Ich hoffe, es geht dir gut.",J'espère que tu vas bien.,10/4/2024 02:23:31
30351,070720I,116657F,Buona giornata!,Passe une excellente journée !,11/8/2024 04:43:42
52444,203136I,264675F,Spero che tu stia bene.,J'espère que tu vas bien.,17/8/2024 04:48:18
45415,171123F,415555G,C'est une belle journée.,Es ist ein schöner Tag.,9/1/2024 18:31:11
05331,544372F,171022G,C'est une belle journée.,Es ist ein schöner Tag.,17/1/2024 04:04:27
54023,121436E,635371F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,7/12/2024 06:20:48
30252,533006G,212424F,Wir sehen uns morgen!,On se voit demain !,27/5/2024 15:29:02
33214,555710E,671254F,¿Qué haces hoy?,Que fais-tu aujourd'hui ?,17/12/2024 17:48:40
04523,630444G,104767F,Wie spät ist es?,Quelle heure est-il ?,10/5/2024 15:58:44
34002,755313F,645673E,Peux-tu m'aider avec ça ?,¿Puedes ayudarme con esto?,1/2/2024 23:00:42
15442,640410I,557503F,Che ore sono?,Quelle heure est-il ?,30/1/2024 07:51:25
51350,113725I,325701F,Buona giornata!,Passe une excellente journée !,14/1/2024 04:23:10
15253,506172G,367305F,Wie war dein Wochenende?,Comment s'est passé ton week-end ?,27/5/2024 04:52:44
00414,417561E,111333F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,18/9/2024 15:44:44
25224,233072I,414342F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,28/8/2024 13:46:57
34050,172522F,726003G,"Bonjour, comment ça va ?","Hallo, wie geht's dir?",1/1/2024 18:24:35
53051,003174F,555325G,Comment s'est passé ton week-end ?,Wie war dein Wochenende?,1/11/2024 04:14:32
00131,343067I,403314F,Buona giornata!,Passe une excellente journée !,21/7/2024 18:25:19
02513,734633E,017655F,¿Qué haces hoy?,Que fais-tu aujourd'hui ?,10/9/2024 13:23:01
41532,001732E,422511F,¿Qué hora es?,Quelle heure est-il ?,12/6/2024 00:24:21
31501,215536G,767575F,"Hallo, wie geht's dir?","Bonjour, comment ça va ?",13/6/2024 01:09:48
25244,247165G,432135F,Kannst du mir damit helfen?,Peux-tu m'aider avec ça ?,17/2/2024 06:15:59
21345,273176F,107220E,Bonjour !,¡Buenos días!,30/6/2024 02:15:32
42303,107100I,542531F,Ci vediamo domani!,On se voit demain !,17/5/2024 23:58:00
22431,733260E,171561F,¡Buenos días!,Bonjour !,10/12/2024 19:11:37
52104,714130E,241005F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,18/5/2024 00:11:22
13335,123251E,670502F,Hace un día precioso.,C'est une belle journée.,15/8/2024 13:30:58
15500,107454I,040070F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,20/8/2024 21:41:41
54525,345141I,001107F,È una bella giornata.,C'est une belle journée.,27/7/2024 09:25:15
20341,063361I,676533F,Ci vediamo domani!,On se voit demain !,25/8/2024 09:36:40
44100,023745E,430275F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,25/6/2024 10:55:12
41351,347033F,534362I,Peux-tu m'aider avec ça ?,Puoi aiutarmi con questo?,2/11/2024 02:24:20
31315,650323I,114712F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,18/3/2024 23:12:55
21130,123241E,506653F,Hace un día precioso.,C'est une belle journée.,27/5/2024 02:25:42
03343,654255E,430275F,¡Buenos días!,Bonjour !,5/5/2024 10:41:08
24122,547165G,264675F,"Hallo, wie geht's dir?","Bonjour, comment ça va ?",2/9/2024 09:28:14
20551,246042I,255774F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,25/8/2024 05:13:33
51240,574642I,576542F,Ci vediamo domani!,On se voit demain !,20/10/2024 13:56:23
33443,323702I,577013F,Ci vediamo domani!,On se voit demain !,15/9/2024 14:22:11
35243,275066I,172522F,È una bella giornata.,C'est une belle journée.,17/1/2024 06:41:26
42154,232444I,525004F,Ci vediamo domani!,On se voit demain !,2/11/2024 13:51:48
22345,233072I,435755F,Spero che tu stia bene.,J'espère que tu vas bien.,14/5/2024 03:37:27
21023,375777G,403314F,Wie war dein Wochenende?,Comment s'est passé ton week-end ?,11/7/2024 13:25:34
23331,232055G,543672F,Guten Morgen!,Bonjour !,2/4/2024 16:41:03
32134,410162G,037107F,Wie spät ist es?,Quelle heure est-il ?,25/10/2024 23:02:46
43342,673040E,636443F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,27/12/2024 12:51:24
43104,673766E,003352F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,27/4/2024 06:30:32
54541,563621I,661553F,Com'è andato il tuo weekend?,Comment s'est passé ton week-end ?,15/7/2024 07:08:05
34444,457577F,255322G,C'est une belle journée.,Es ist ein schöner Tag.,25/5/2024 10:25:44
05105,432135F,655671I,On se voit demain !,Ci vediamo domani!,24/7/2024 03:07:39
05142,563040I,212121F,Com'è andato il tuo weekend?,Comment s'est passé ton week-end ?,14/5/2024 16:04:52
15221,254727E,172522F,¡Nos vemos mañana!,On se voit demain !,2/5/2024 12:48:31
23055,316532E,752174F,Espero que estés bien.,J'espère que tu vas bien.,4/5/2024 15:20:31
13552,401343F,755403E,J'espère que tu vas bien.,Espero que estés bien.,19/6/2024 02:52:57
05230,554131G,256373F,"Ich hoffe, es geht dir gut.",J'espère que tu vas bien.,24/6/2024 02:53:48
41432,232444I,316525F,Ci vediamo domani!,On se voit demain !,29/8/2024 03:23:49
54022,101414F,441603I,Bonjour !,Buongiorno!,17/12/2024 20:26:36
35150,573576E,714574F,Espero que estés bien.,J'espère que tu vas bien.,3/12/2024 16:54:23
01001,140327I,767575F,Che ore sono?,Quelle heure est-il ?,12/8/2024 08:16:56
53434,004053E,723502F,¡Que tengas un gran día!,Passe une excellente journée !,20/9/2024 04:20:01
41004,604016F,523463G,On se voit demain !,Wir sehen uns morgen!,19/10/2024 14:35:03
